name,vertices,edges,chromatic_number,image_path,leap_1_structure,leap_1_order,leap_2_structure,leap_2_order
7‐graph 747,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_893.png,C2 x S5,240,S5,120
7‐graph 750,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_894.png,C3 x D4,24,C6 x C2,12
7‐graph 746,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_895.png,S7,5040,S7,5040
7‐graph 756,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_896.png,S7,5040,S7,5040
7‐graph 754,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_897.png,C2 x S5,240,S5,120
7‐graph 752,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_898.png,S7,5040,S7,5040
7‐graph 749,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_899.png,S7,5040,S7,5040
7‐graph 757,7,13,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_900.png,S7,5040,S7,5040
7‐graph 733,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_901.png,S7,5040,S7,5040
"(3,7)‐Harary graph",7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_902.png,S7,5040,S7,5040
7‐graph 734,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_903.png,S7,5040,S7,5040
7‐graph 731,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_904.png,S7,5040,S7,5040
7‐graph 729,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_905.png,S7,5040,S7,5040
7‐graph 730,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_906.png,C3 x D4,24,C6 x C2,12
7‐graph 737,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_907.png,S7,5040,S7,5040
7‐graph 735,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_908.png,S7,5040,S7,5040
7‐graph 732,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_909.png,S7,5040,S7,5040
7‐graph 738,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_910.png,S7,5040,S7,5040
7‐graph 763,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_911.png,S7,5040,S7,5040
7‐graph 766,7,13,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_912.png,S7,5040,S7,5040
7‐graph 765,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_913.png,S7,5040,S7,5040
7‐graph 764,7,13,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_914.png,S7,5040,S7,5040
7‐graph 767,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_915.png,S7,5040,S7,5040
7‐graph 761,7,13,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_916.png,S7,5040,S7,5040
7‐graph 760,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_917.png,C2 x S5,240,S5,120
7‐graph 759,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_918.png,S7,5040,S7,5040
7‐graph 758,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_919.png,S7,5040,S7,5040
7‐graph 762,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_920.png,S7,5040,S7,5040
7‐graph 744,7,13,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_921.png,S7,5040,S7,5040
7‐graph 743,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_922.png,S7,5040,S7,5040
7‐graph 742,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_923.png,C2 x S5,240,S5,120
7‐graph 741,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_924.png,S7,5040,S7,5040
7‐graph 745,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_925.png,S7,5040,S7,5040
7‐graph 739,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_926.png,S7,5040,S7,5040
7‐graph 740,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_927.png,S7,5040,S7,5040
"3‐tree (7,2)",7,15,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_928.png,S7,5040,S7,5040
7‐graph 719,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_929.png,S7,5040,S7,5040
7‐graph 716,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_930.png,C2 x S5,240,S5,120
7‐graph 713,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_931.png,S7,5040,S7,5040
7‐graph 708,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_932.png,S7,5040,S7,5040
7‐graph 718,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_933.png,S7,5040,S7,5040
7‐graph 715,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_934.png,C2 x S5,240,S5,120
7‐graph 712,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_935.png,S7,5040,S7,5040
7‐graph 707,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_936.png,S7,5040,S7,5040
7‐graph 711,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_937.png,S7,5040,S7,5040
7‐graph 706,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_938.png,S7,5040,S7,5040
7‐graph 710,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_939.png,C6,6,C3,3
7‐graph 705,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_940.png,C2 x S5,240,S5,120
7‐graph 704,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_941.png,S7,5040,S7,5040
7‐graph 722,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_942.png,S7,5040,S7,5040
7‐graph 721,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_943.png,S7,5040,S7,5040
7‐graph 720,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_944.png,S7,5040,S7,5040
7‐graph 717,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_945.png,C2 x S5,240,S5,120
7‐graph 714,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_946.png,S7,5040,S7,5040
7‐graph 709,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_947.png,S7,5040,S7,5040
7‐graph 723,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_948.png,S7,5040,S7,5040
7‐graph 695,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_949.png,1,1,1,1
"(2,4)‐fan and singleton",7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_950.png,1,1,1,1
7‐graph 691,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_951.png,C2 x S5,240,S5,120
7‐graph 692,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_952.png,1,1,1,1
7‐graph 698,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_953.png,C2 x S5,240,S5,120
7‐graph 697,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_954.png,C2 x S5,240,S5,120
7‐graph 696,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_955.png,1,1,1,1
7‐graph 693,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_956.png,C2 x S5,240,S5,120
7‐graph 699,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_957.png,C2 x S5,240,S5,120
7‐graph 684,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_958.png,C2 x S5,240,S5,120
7‐graph 685,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_959.png,C2 x S5,240,S5,120
7‐graph 682,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_960.png,A7,2520,A7,2520
7‐graph 683,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_961.png,C6,6,C3,3
7‐graph 688,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_962.png,S7,5040,S7,5040
7‐graph 687,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_963.png,S7,5040,S7,5040
7‐graph 686,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_964.png,C2 x S5,240,S5,120
7‐graph 689,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_965.png,S7,5040,S7,5040
7‐graph 726,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_966.png,S7,5040,S7,5040
7‐graph 725,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_967.png,S7,5040,S7,5040
7‐graph 724,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_968.png,S7,5040,S7,5040
7‐graph 727,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_969.png,S7,5040,S7,5040
7‐graph 702,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_970.png,C2 x S5,240,S5,120
7‐graph 701,7,13,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_971.png,1,1,1,1
7‐graph 700,7,13,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_972.png,C2 x S5,240,S5,120
7‐graph 703,7,14,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_973.png,C2 x S5,240,S5,120
7‐graph 690,7,14,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_974.png,S7,5040,S7,5040
7‐graph 728,7,15,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_975.png,S7,5040,S7,5040
7‐graph 771,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_976.png,S7,5040,S7,5040
7‐graph 770,7,14,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_977.png,S7,5040,S7,5040
7‐graph 769,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_978.png,S7,5040,S7,5040
7‐graph 772,7,15,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_979.png,S7,5040,S7,5040
7‐graph 773,7,16,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_980.png,S7,5040,S7,5040
7‐graph 856,7,13,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_981.png,S7,5040,S7,5040
7‐graph 855,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_982.png,S7,5040,S7,5040
7‐graph 854,7,13,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_983.png,S7,5040,S7,5040
7‐graph 853,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_984.png,C2 x S5,240,S5,120
7‐graph 852,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_985.png,S7,5040,S7,5040
7‐graph 857,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_986.png,S7,5040,S7,5040
octahedron and singleton,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_987.png,1,1,1,1
7‐graph 850,7,13,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_988.png,C2 x S5,240,S5,120
"(2,3)‐queen and singleton",7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_989.png,1,1,1,1
7‐graph 851,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_990.png,C2 x S5,240,S5,120
7‐graph 858,7,14,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_991.png,S7,5040,S7,5040
7‐graph 859,7,15,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_992.png,S7,5040,S7,5040
3‐gear graph,7,9,2,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_993.png,1,1,1,1
9‐matchstick graph 87,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_994.png,A7,2520,A7,2520
9‐matchstick graph 273,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_995.png,S7,5040,S7,5040
10‐matchstick graph 192,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_996.png,S7,5040,S7,5040
10‐matchstick graph 53,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_997.png,S7,5040,S7,5040
"(3,5)‐white bishop graph",7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_998.png,S7,5040,S7,5040
11‐rod braced hexagon graph 1,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_999.png,S7,5040,S7,5040
7‐wheel graph,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1000.png,S7,5040,S7,5040
7‐graph 816,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1001.png,S7,5040,S7,5040
7‐graph 814,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1002.png,S7,5040,S7,5040
hemicubical graph,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1003.png,S7,5040,S7,5040
7‐graph 815,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1004.png,S7,5040,S7,5040
7‐graph 813,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1005.png,S7,5040,S7,5040
7‐graph 812,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1006.png,S7,5040,S7,5040
heptahedral graph 8,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1007.png,S7,5040,S7,5040
7‐graph 817,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1008.png,S7,5040,S7,5040
heptahedral graph 9,7,13,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1009.png,S7,5040,S7,5040
7‐graph 800,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1010.png,S7,5040,S7,5040
7‐graph 801,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1011.png,C2 x S5,240,S5,120
7‐graph 805,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1012.png,S7,5040,S7,5040
7‐graph 804,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1013.png,S7,5040,S7,5040
7‐graph 803,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1014.png,S7,5040,S7,5040
7‐graph 802,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1015.png,C2 x S5,240,S5,120
7‐graph 806,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1016.png,S7,5040,S7,5040
7‐graph 789,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1017.png,S7,5040,S7,5040
7‐graph 786,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1018.png,S7,5040,S7,5040
hemiobelisk graph,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1019.png,S7,5040,S7,5040
"(7,11,1)‐unit distance forbidden subgraph",7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1020.png,S7,5040,S7,5040
7‐graph 784,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1021.png,S7,5040,S7,5040
7‐graph 782,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1022.png,S7,5040,S7,5040
7‐graph 783,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1023.png,S7,5040,S7,5040
"(7,5)‐self‐dual graph",7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1024.png,S7,5040,S7,5040
7‐graph 791,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1025.png,S7,5040,S7,5040
7‐graph 788,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1026.png,S7,5040,S7,5040
Šoltés graph H2,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1027.png,S7,5040,S7,5040
heptahedral graph 4,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1028.png,S7,5040,S7,5040
heptahedral graph 12,7,13,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1029.png,S7,5040,S7,5040
7‐graph 824,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1030.png,S7,5040,S7,5040
heptahedral graph 11,7,13,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1031.png,S7,5040,S7,5040
7‐graph 822,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1032.png,S7,5040,S7,5040
7‐graph 821,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1033.png,S7,5040,S7,5040
heptahedral graph 10,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1034.png,S7,5040,S7,5040
heptahedral graph 13,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1035.png,S7,5040,S7,5040
7‐graph 809,7,13,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1036.png,S7,5040,S7,5040
7‐graph 808,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1037.png,C2 x S5,240,S5,120
7‐graph 807,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1038.png,S7,5040,S7,5040
7‐graph 810,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1039.png,S7,5040,S7,5040
7‐graph 796,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1040.png,S7,5040,S7,5040
7‐graph 794,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1041.png,S7,5040,S7,5040
heptahedral graph 5,7,13,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1042.png,S7,5040,S7,5040
7‐graph 797,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1043.png,S7,5040,S7,5040
7‐graph 795,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1044.png,S7,5040,S7,5040
heptahedral graph 6,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1045.png,S7,5040,S7,5040
"(2,5)‐fan graph",7,14,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1046.png,S7,5040,S7,5040
"3‐tree (7,3)",7,15,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1047.png,S7,5040,S7,5040
7‐graph 888,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1048.png,S7,5040,S7,5040
7‐graph 886,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1049.png,S7,5040,S7,5040
7‐graph 885,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1050.png,S7,5040,S7,5040
7‐graph 889,7,13,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1051.png,S7,5040,S7,5040
7‐graph 887,7,13,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1052.png,S7,5040,S7,5040
7‐graph 890,7,14,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1053.png,S7,5040,S7,5040
7‐graph 881,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1054.png,S7,5040,S7,5040
7‐graph 880,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1055.png,S7,5040,S7,5040
7‐graph 878,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1056.png,C2 x S5,240,S5,120
7‐graph 877,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1057.png,C2 x S5,240,S5,120
7‐graph 875,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1058.png,S7,5040,S7,5040
7‐graph 874,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1059.png,C2 x S5,240,S5,120
7‐graph 873,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1060.png,S7,5040,S7,5040
7‐graph 883,7,13,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1061.png,S7,5040,S7,5040
7‐graph 882,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1062.png,S7,5040,S7,5040
7‐graph 879,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1063.png,C2 x S5,240,S5,120
7‐graph 876,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1064.png,S7,5040,S7,5040
7‐graph 884,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1065.png,S7,5040,S7,5040
7‐graph 894,7,13,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1066.png,S7,5040,S7,5040
7‐graph 896,7,14,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1067.png,S7,5040,S7,5040
7‐graph 895,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1068.png,S7,5040,S7,5040
7‐graph 897,7,15,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1069.png,S7,5040,S7,5040
7‐graph 892,7,14,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1070.png,S7,5040,S7,5040
7‐graph 891,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1071.png,S7,5040,S7,5040
7‐graph 893,7,15,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1072.png,S7,5040,S7,5040
7‐graph 898,7,16,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1073.png,S7,5040,S7,5040
7‐graph 870,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1074.png,S7,5040,S7,5040
7‐graph 869,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1075.png,S7,5040,S7,5040
7‐graph 868,7,14,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1076.png,S7,5040,S7,5040
7‐graph 871,7,15,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1077.png,S7,5040,S7,5040
7‐graph 866,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1078.png,C2 x S5,240,S5,120
"(1,1,1,1,2)‐complete 5‐partite graph and singleton",7,14,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1079.png,1,1,1,1
7‐graph 864,7,14,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1080.png,C2 x S5,240,S5,120
7‐graph 867,7,15,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1081.png,C2 x S5,240,S5,120
7‐graph 862,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1082.png,S7,5040,S7,5040
7‐graph 861,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1083.png,S7,5040,S7,5040
7‐graph 860,7,14,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1084.png,S7,5040,S7,5040
7‐graph 863,7,15,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1085.png,S7,5040,S7,5040
7‐graph 872,7,16,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1086.png,S7,5040,S7,5040
7‐graph 839,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1087.png,S7,5040,S7,5040
"(7,6)‐self‐dual graph",7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1088.png,S7,5040,S7,5040
7‐graph 837,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1089.png,S7,5040,S7,5040
heptahedral graph 18,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1090.png,S7,5040,S7,5040
7‐nut graph 3,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1091.png,S7,5040,S7,5040
7‐graph 832,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1092.png,S7,5040,S7,5040
7‐graph 841,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1093.png,S7,5040,S7,5040
7‐graph 840,7,13,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1094.png,S7,5040,S7,5040
7‐graph 838,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1095.png,S7,5040,S7,5040
heptahedral graph 20,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1096.png,S7,5040,S7,5040
7‐graph 842,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1097.png,S7,5040,S7,5040
7‐graph 845,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1098.png,S7,5040,S7,5040
7‐graph 844,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1099.png,S7,5040,S7,5040
7‐graph 843,7,14,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1100.png,S7,5040,S7,5040
7‐graph 846,7,15,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1101.png,S7,5040,S7,5040
heptahedral graph 16,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1102.png,S7,5040,S7,5040
7‐graph 829,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1103.png,S7,5040,S7,5040
2‐Apollonian graph,7,15,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1104.png,S7,5040,S7,5040
7‐graph 847,7,16,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1105.png,S7,5040,S7,5040
7‐graph 902,7,15,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1106.png,S7,5040,S7,5040
7‐graph 901,7,15,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1107.png,S7,5040,S7,5040
7‐graph 900,7,15,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1108.png,S7,5040,S7,5040
7‐graph 899,7,15,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1109.png,S7,5040,S7,5040
7‐graph 903,7,16,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1110.png,S7,5040,S7,5040
7‐graph 904,7,17,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1111.png,S7,5040,S7,5040
7‐graph 906,7,13,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_1112.png,S7,5040,S7,5040
